timestamp,IHT13029,IHT13036,IHT13046,SST00101,SST00102,SST00103,SST00104,THT00035,THT00036,THT00048,THT00064,THT00069,THT00071,THT00096,THT00097,THT00098,IHT13050,IHT13051,IHT13022,IHT13024,IHT13026,IHT13099,IHT13101,IHT13103,IHT13105,IHT13107,SST03263,SST03264,SST03265,SST03269,SST03266,SST03267,SST03268,SST03270,CAT35000,CAT35001,CAT35002,AMT00102,AMT00103,AMT00104,IHT13019,IHT13021,IHT13023,IHT13025,IHT13027,IHT13098,IHT13100,IHT13102,PHT10160,PHT10180,PHT10200,PHT10220,IHT13011,IHT13012,IHT13013,IHT13014,IHT13135
2025-11-09 20:53:37.826567+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,4704040.0,-4579260.0,-733428.0,-1058220.0,-11.39840030670166,-1223.780029296875,7674.7001953125,1.25,,,,,,,,,,,,,,,,,,,,,,,
2025-11-09 20:53:38.551567+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22961.0,-1459.02001953125,74.29039764404297,,,,,,,,,,,,,,,,,
2025-11-09 20:53:38.556567+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.753999710083008,31.762699127197266,31.619400024414062,31.619400024414062,,,,,
2025-11-09 20:53:38.826567+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,4704030.0,-4580480.0,-725753.0,-1058220.0,-17.914100646972656,-1217.43994140625,7675.7099609375,1.25,,,,,,,,,,,,,,,,,,,,,,,
2025-11-09 20:53:39.547567+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.664159878435387e-08,-7.073860160744516e-06,-4.618439959358511e-07,,,,,,,,,,,,,,,,,,,,
2025-11-09 20:53:39.826567+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,4704010.0,-4581700.0,-718077.0,-1058220.0,-24.42970085144043,-1211.0899658203125,7676.7099609375,1.25,,,,,,,,,,,,,,,,,,,,,,,
2025-11-09 20:53:40.826567+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,4703980.0,-4582910.0,-710400.0,-1058210.0,-30.94529914855957,-1204.75,7677.7001953125,1.25,,,,,,,,,,,,,,,,,,,,,,,
2025-11-09 20:53:41.126567+00:00,,,,23.89999961853028,23.100000381469727,27.39999961853028,26.100000381469727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-09 20:53:41.547567+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4415501438143123e-08,-7.069249932101229e-06,-4.564780056171003e-07,,,,,,,,,,,,,,,,,,,,
2025-11-09 20:53:41.826567+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,4703950.0,-4584110.0,-702721.0,-1058210.0,-37.45309829711914,-1198.4100341796875,7678.68994140625,1.25,,,,,,,,,,,,,,,,,,,,,,,
2025-11-09 20:53:42.846567+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,4703900.0,-4585300.0,-695043.0,-1058210.0,-43.976600646972656,-1192.050048828125,7679.66015625,1.25,,,,,,,,,,,,,,,,,,,,,,,
2025-11-09 20:53:43.007567+00:00,37.437198638916016,29.02790069580078,31.520999908447266,,,,,,,,,,,,,,3.803100109100342,2.448580026626587,0.0,1.051120042800903,2.813570022583008,0.255389004945755,0.2552709877490997,0.2565720081329345,0.2563360035419464,0.255389004945755,,,,,,,,,,,,,,,0.0,0.1070789992809295,10.32040023803711,33.849998474121094,11.31779956817627,3.670799970626831,3.6695499420166016,3.6695499420166016,,,,,14224.0,14115.0,14115.0,14224.0,14200.0
2025-11-09 20:53:43.547567+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6052601732071714e-08,-7.063039902277524e-06,-4.597339966494474e-07,,,,,,,,,,,,,,,,,,,,
2025-11-09 20:53:43.826567+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,4703860.0,-4586490.0,-687363.0,-1058210.0,-50.48440170288086,-1185.699951171875,7680.6201171875,1.25,,,,,,,,,,,,,,,,,,,,,,,
2025-11-09 20:53:44.826567+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,4703800.0,-4587670.0,-679681.0,-1058210.0,-57.0,-1179.3499755859375,7681.56005859375,1.25,,,,,,,,,,,,,,,,,,,,,,,
2025-11-09 20:53:45.547567+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.511640293638267e-08,-7.065520094329258e-06,-4.593769915572921e-07,,,,,,,,,,,,,,,,,,,,
2025-11-09 20:53:45.826567+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,4703740.0,-4588850.0,-671999.0,-1058210.0,-63.51559829711914,-1172.989990234375,7682.5,1.25,,,,,,,,,,,,,,,,,,,,,,,
2025-11-09 20:53:46.826567+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,4703680.0,-4590020.0,-664316.0,-1058210.0,-70.03119659423828,-1166.6400146484375,7683.43017578125,1.25,,,,,,,,,,,,,,,,,,,,,,,
2025-11-09 20:53:47.547567+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4312501163167326e-08,-7.064969850034686e-06,-4.610849941855122e-07,,,,,,,,,,,,,,,,,,,,
2025-11-09 20:53:47.826567+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,4703600.0,-4591180.0,-656633.0,-1058200.0,-76.5468978881836,-1160.280029296875,7684.35009765625,1.25,,,,,,,,,,,,,,,,,,,,,,,
2025-11-09 20:53:48.826567+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,4703520.0,-4592340.0,-648948.0,-1058200.0,-83.0625,-1153.9200439453125,7685.259765625,1.25,,,,,,,,,,,,,,,,,,,,,,,
2025-11-09 20:53:49.126567+00:00,,,,23.89999961853028,23.200000762939453,27.299999237060547,26.100000381469727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-09 20:53:49.547567+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.920829965726625e-08,-7.073940196278272e-06,-4.6195000891202653e-07,,,,,,,,,,,,,,,,,,,,
2025-11-09 20:53:49.826567+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,4703440.0,-4593490.0,-641262.0,-1058200.0,-89.57029724121094,-1147.56005859375,7686.14990234375,1.25,,,,,,,,,,,,,,,,,,,,,,,
2025-11-09 20:53:50.826567+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,4703340.0,-4594640.0,-633575.0,-1058200.0,-96.08589935302734,-1141.199951171875,7687.0400390625,1.25,,,,,,,,,,,,,,,,,,,,,,,
2025-11-09 20:53:51.006567+00:00,37.40639877319336,29.02790069580078,31.520999908447266,,,,,,,,,,,,,,3.803100109100342,2.448580026626587,0.0,1.051120042800903,2.8235199451446533,0.2578740119934082,0.2595300078392029,0.2576369941234588,0.2578740119934082,0.2583470046520233,,,,,,,,,,,,,,,0.0,0.1070789992809295,10.30270004272461,33.91339874267578,11.31779956817627,3.682039976119995,3.6807899475097656,3.679539918899536,,,,,14357.0,14214.0,14214.0,14357.0,14337.0
2025-11-09 20:53:51.547567+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.599059787504302e-08,-7.084950084390584e-06,-4.621309983576794e-07,,,,,,,,,,,,,,,,,,,,
2025-11-09 20:53:51.826567+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,4703240.0,-4595770.0,-625888.0,-1058200.0,-102.60199737548828,-1134.8399658203125,7687.91015625,1.25,,,,,,,,,,,,,,,,,,,,,,,
2025-11-09 20:53:52.846567+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,4703140.0,-4596900.0,-618200.0,-1058200.0,-109.11699676513672,-1128.469970703125,7688.77001953125,1.2421900033950806,,,,,,,,,,,,,,,,,,,,,,,
2025-11-09 20:53:53.547567+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.32159987187697e-08,-7.0837199928064365e-06,-4.681419909502438e-07,,,,,,,,,,,,,,,,,,,,
2025-11-09 20:53:53.826567+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,4703030.0,-4598030.0,-610511.0,-1058200.0,-115.63300323486328,-1122.0999755859375,7689.6201171875,1.2421900033950806,,,,,,,,,,,,,,,,,,,,,,,
2025-11-09 20:53:54.550567+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23174.900390625,-1473.8800048828125,-793.3980102539062,,,,,,,,,,,,,,,,,
2025-11-09 20:53:54.555567+00:00,,,,,,,,22.41830062866211,22.3262996673584,15.970999717712402,-25.082300186157227,13.341400146484377,12.564200401306152,18.4606990814209,18.22599983215332,22.054800033569336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-09 20:53:54.561567+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.7278995513916,31.73660087585449,31.59239959716797,31.58340072631836,,,,,
2025-11-09 20:53:54.826567+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,4702910.0,-4599150.0,-602821.0,-1058200.0,-122.14099884033205,-1115.72998046875,7690.47021484375,1.2421900033950806,,,,,,,,,,,,,,,,,,,,,,,
2025-11-09 20:53:55.547567+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.41830979475344e-08,-7.084399840096012e-06,-4.689370030064311e-07,,,,,,,,,,,,,,,,,,,,
2025-11-09 20:53:55.826567+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,4702780.0,-4600260.0,-595130.0,-1058200.0,-128.656005859375,-1109.3599853515625,7691.2998046875,1.2421900033950806,,,,,,,,,,,,,,,,,,,,,,,
2025-11-09 20:53:56.826567+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,4702650.0,-4601370.0,-587438.0,-1058190.0,-135.1719970703125,-1102.97998046875,7692.1201171875,1.2421900033950806,,,,,,,,,,,,,,,,,,,,,,,
2025-11-09 20:53:57.126567+00:00,,,,23.89999961853028,23.100000381469727,27.299999237060547,26.100000381469727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-09 20:53:57.547567+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.551709847395615e-08,-7.082200227159774e-06,-4.734069989353884e-07,,,,,,,,,,,,,,,,,,,,
2025-11-09 20:53:57.826567+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,4702510.0,-4602470.0,-579746.0,-1058190.0,-141.68800354003906,-1096.6199951171875,7692.93994140625,1.2421900033950806,,,,,,,,,,,,,,,,,,,,,,,
2025-11-09 20:53:58.826567+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,4702370.0,-4603560.0,-572052.0,-1058190.0,-148.19500732421875,-1090.22998046875,7693.72998046875,1.2421900033950806,,,,,,,,,,,,,,,,,,,,,,,
2025-11-09 20:53:59.006567+00:00,37.437198638916016,29.00539970397949,31.47610092163086,,,,,,,,,,,,,,3.803100109100342,2.448580026626587,0.0,1.0513999462127686,2.831660032272339,0.257519006729126,0.2579919993877411,0.257519006729126,0.2588199973106384,0.257519006729126,,,,,,,,,,,,,,,0.0,0.0,10.293800354003906,33.86259841918945,11.31779956817627,3.677040100097656,3.678289890289306,3.677040100097656,,,,,14335.0,14289.0,14289.0,14335.0,14388.0
2025-11-09 20:53:59.547567+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.840549922529135e-08,-7.0719202085456345e-06,-4.778440256814065e-07,,,,,,,,,,,,,,,,,,,,
2025-11-09 20:53:59.826567+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,4702220.0,-4604650.0,-564358.0,-1058190.0,-154.71099853515625,-1083.8599853515625,7694.52001953125,1.2421900033950806,,,,,,,,,,,,,,,,,,,,,,,
2025-11-09 20:54:00.826567+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,4702060.0,-4605730.0,-556663.0,-1058190.0,-161.2270050048828,-1077.47998046875,7695.2998046875,1.2421900033950806,,,,,,,,,,,,,,,,,,,,,,,
2025-11-09 20:54:01.547567+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.861620332505481e-08,-7.074670065776445e-06,-4.756880116474349e-07,,,,,,,,,,,,,,,,,,,,
2025-11-09 20:54:01.826567+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,4701890.0,-4606800.0,-548968.0,-1058190.0,-167.73399353027344,-1071.0999755859375,7696.06982421875,1.2421900033950806,,,,,,,,,,,,,,,,,,,,,,,
2025-11-09 20:54:02.846567+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,4701720.0,-4607870.0,-541272.0,-1058190.0,-174.25,-1064.719970703125,7696.81982421875,1.2421900033950806,,,,,,,,,,,,,,,,,,,,,,,
